posts,row_id
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:I find it interesting but also incorrect.  My kid's school says there is a single Asian student in the entire elementary for 23-24, but there were three Asian kids in her PK4 class (and not 50% or anything but I saw many more at drop off/pickup).  So I'm not sure where they're getting the race data from (maybe it's self-reported and many people ""prefer not to say""?), but I expect total enrollment and IB/OOB to be more likely to be correct.
		 They may be entering as more than one race and you're not aware of what the other race is. Or yes, prefer not to say. Or else it's the n less than 10 rule being coded as 1.
		 +1, data on Asian students in DCPS is often inaccurate because many Asian kids are mixed race and the overall small number make small variations in data seem more significant than they are.Even if the data omitted 2 out of 3 AAPI students it still tells you the approximate percent of students at the school who are AAPI with pretty good accuracy.
		 There were three in our classroom, and the data reports one in the school.  Many more than 2 were omitted.  I'm a bit thrown by how determined people are to insist that the fact that a school with maybe 3-5% AAPI enrollment reporting 0% enrollment is not worthy of comment.  Is it that you guys only want to know how many white kids there are and everything else is noise?
		 The data is what it is based on what is reported by enrolled families. Guessing you are an AAPI family concerned about representation in DC schools and that AAPI kids tend to be marginalized in DC schools. All of which is fair. Your anger is misplaced. If AAPI enrollment is underreported it isn't because DC seeks to underrepresent AAPI kids and it isn't because DCUM dismisses AAPI kids. It is because those kids are not being enrolled as AAPI. Your issue is with the AAPI community and not DC schools or DCUM.   
		 You're reading anger where there is none. I repeatedly said that the people excited to get race-based data should take it with a grain of salt because it's self-evidently not correct in at least one obvious regard.  Then a bunch of people pushed back, often repeating what I had already said (it might be self reporting!  You joined this trend of ignoring that I have already said that, in my very first post, but you are not alone) or ignoring the post they were responding to (maybe they're mixed? in response to a post about how I know enough of the families to know that there are more non-mixed Asian kids in the school than one).  My surprise that people are so determined to shout down the discussion is not anger, and no I do not have any issue with the AAPI community in DC.  All I was doing was trying to provide a note of caution about all the people chiming in excited to extrapolate from inacurrate racial data.  
		 You deny being angry but then you throw around words and phrases like ""not correct"" and ""inaccurate"". Why do you think you are more qualified to determine how these kids identify than the parents filling out the paperwork? I don't see how you can use such language and also claim to have n problem with the AAPI community. If you think the data is ""wrong"" then the logical conclusion is that the AAPI community has failed you. Also, where are you reading that anyone is trying to ""shut down discussion""? People disagree on DCUM all the time. I didn't see anyone attack you or call you names; they disagreed with you. That's how this works.  
		 I think the PP is just being pedantic. Of course these numbers will not be 100% to-the-letter accurate at all times -- there will always be inaccuracies or inconsistencies in voluntary data collection and self-identification. For the AAPI population in DCPS this can mean the numbers are wrong by large percentages -- if there are 8 AAPI kids in a school and the data only identifies 4 (whether due to choices in self-identification or errors in data entry) then you have 50% discrepancy. But this is only because the numbers  for AAPI are so small and are exacerbated by issues in self-identification among AAPI families who are mixed race or who may have concerns about self-identifying as AAPI. The problem is the PP then extrapolates this to mean none of the race data is accurate and cannot be trusted or used to draw conclusions. This is not a reasonable conclusion. First even with the inaccuracies in the AAPI data you can draw broad conclusions -- AAPI numbers in most DCPS schools are quite small (smaller than the population of AAPI in DC) and do not appear to be growing. That's a useful observation that is unaffected by a school reportng 1% AAPI students when the actual number might be 2%. And when looking at race data for other groups which are much larger it is even easier to draw conclusions about racial representation and trends in DCPS schools. If a school has 82 white students and 315 black students but the data reports 76 white students and 320 black students you can still draw broad conclusions about the racial composition of the school. Also when doing statistical analysis you can minimize the impact of small inaccuracies in the data by aggregating data. So for instance if you look at racial data across a set of schools or over a number of years you can draw more conclusions because the aggregation of data will offer information that you cannot get from just looking at a single data collection at one point in time. That's why the Edscape data is useful. You don't need to just look at a single report of a school's racial composition in 2023-2024 and try to draw conclusions. They will show you how the data tracks over 5+ years and also allow you to compare it against other schools over the same time period or to contrast with all of DCPS or all charters or all DC publics. To argue that the data is useless because you may have small inaccuracies in data collection that change population percentage by 1-2 percentage points is to throw the baby out with the bath water.",63
I didn't realize how recently Hardy flipped from majority OOB to in boundary. Also it looks like E-H is trending too. local parent buy in is good;,64
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:For me, as a parent of a soon to be high school student, knowing that the high school sector has grown the most in recent years, this data in this format is helpful. Both white enrollment and black enrollment for high school are up 16%, which is great.  Meanwhile, Hispanic enrollment is up 37% for high school! So, black and white enrollment are rising together (maybe with similar gradual improving perceptions) while Hispanic enrollment has skyrocketed.  I wonder what the factors are.
		 Existence of DCI. Existence of MacArthur. Those are both examples of additional high-quality seats. Other new schools such as Girls Global, WLA, and Digital Pioneers.  There's a really big increase at Coolidge and I'm not sure why. Both in-boundary and OOB increased, and all grades levels. Well done team Coolidge! 
		 It looks like, with Coolidge, the hispanic and black enrollment have gone up a lot.  I know that Wells has an increasing population of white students.  I wonder if that will translate to a similarly growing white population soon.
		 This data shows Wells as 1% white. And even if it were growing significantly I doubt it would flow through to high school. Stuart-Hobson is 17% white and that hasn't made a difference for Eastern. 
		 Don’t look now but this data actually shows increasing white enrollment at Eastern.
		 Oke doke. Up from 6 kids to 21 kids over 5 years. 1% to 2%. Amazing, wow.
		 And this is against data showing overall enrollment growth so the increase is even less statistically significant. 
		 The overall percentage increase may be negligible, but when there has historically been almost no buy-in from in-bounds white families, having a more than three-fold increase is notable. Those kids often bring siblings behind them and can be a resource for other families considering Eastern.",65
"Anonymous wrote:I didn't realize how recently Hardy flipped from majority OOB to in boundary. Also it looks like E-H is trending too. local parent buy in is good;
		 As an EH parent of a rising 7th grader I was glad to see much better retention of 8th graders last year. Still a little wary of HS admissions process but feel good about staying through 8th.",66
"Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.",67
"Anonymous wrote:
			
				Anonymous wrote:I didn't realize how recently Hardy flipped from majority OOB to in boundary. Also it looks like E-H is trending too. local parent buy in is good;
		 As an EH parent of a rising 7th grader I was glad to see much better retention of 8th graders last year. Still a little wary of HS admissions process but feel good about staying through 8th. 
		 This is great to hear as someone who is looking at feeders to both E-H and SH. It would be great to have meaningful choices on the hill in terms of middle school.",68
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 Ok but numbers mean nothing without context as PP pointed out. Eastern has 956 students so that is about 2%.  
		 “The most white kids at Eastern in 60 years” is context. Historical context.  Total enrollment is also context, but where did you get 956? As I read this data Eastern has 866 students.
		 956 from 2022-2023 DC school report card which also breaks down how many in each year.  If it’s 866 for 2023-2024 then Eastern lost students overall Ok then the data for historical context is even worst.  Let’s assume 0 white students 60 years ago and now there is 2% increase.  That is negligible if you are looking at 6 decades.",69
"Anonymous wrote:I didn't realize how recently Hardy flipped from majority OOB to in boundary. Also it looks like E-H is trending too. local parent buy in is good;
		 It's impressive in this visualization, you can see the exact moment when it happened.",70
"Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?",71
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 Ok but numbers mean nothing without context as PP pointed out. Eastern has 956 students so that is about 2%.  
		 “The most white kids at Eastern in 60 years” is context. Historical context.  Total enrollment is also context, but where did you get 956? As I read this data Eastern has 866 students.
		 956 from 2022-2023 DC school report card which also breaks down how many in each year.  If it’s 866 for 2023-2024 then Eastern lost students overall Ok then the data for historical context is even worst.  Let’s assume 0 white students 60 years ago and now there is 2% increase.  That is negligible if you are looking at 6 decades.   
		 Eastern desegregated in 1954, 70 years ago. So that ""highest in 60 years"" assumption may not be correct.",72
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 Ok but numbers mean nothing without context as PP pointed out. Eastern has 956 students so that is about 2%.  
		 “The most white kids at Eastern in 60 years” is context. Historical context.  Total enrollment is also context, but where did you get 956? As I read this data Eastern has 866 students.
		 956 from 2022-2023 DC school report card which also breaks down how many in each year.  If it’s 866 for 2023-2024 then Eastern lost students overall Ok then the data for historical context is even worst.  Let’s assume 0 white students 60 years ago and now there is 2% increase.  That is negligible if you are looking at 6 decades.   
		 Eastern desegregated in 1954, 70 years ago. So that ""highest in 60 years"" assumption may not be correct. 
		 Post article from January 1963 reported just 5 white students out of a ""senior high"" enrollment of 1951 at Eastern. By Fall of 1967 it was 5 white students out of 2539, fewer than even Dunbar and Cardozo; Anacostia and Ballou still had over 100 white students each at that point.",73
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 Ok but numbers mean nothing without context as PP pointed out. Eastern has 956 students so that is about 2%.  
		 “The most white kids at Eastern in 60 years” is context. Historical context.  Total enrollment is also context, but where did you get 956? As I read this data Eastern has 866 students.
		 956 from 2022-2023 DC school report card which also breaks down how many in each year.  If it’s 866 for 2023-2024 then Eastern lost students overall Ok then the data for historical context is even worst.  Let’s assume 0 white students 60 years ago and now there is 2% increase.  That is negligible if you are looking at 6 decades.   
		 Eastern desegregated in 1954, 70 years ago. So that ""highest in 60 years"" assumption may not be correct. 
		 Post article from January 1963 reported just 5 white students out of a ""senior high"" enrollment of 1951 at Eastern. By Fall of 1967 it was 5 white students out of 2539, fewer than even Dunbar and Cardozo; Anacostia and Ballou still had over 100 white students each at that point.
		 ... As was mentioned earlier in this thread, enrollment could also be increasing because of the different and potentially appealing programs that are being offered at the schools. I know several are offering early college programs or joint enrollment options. Eastern has IB for the older grades and they just rolled out an application cohort called EPIC for 9th and 10th. I know the numbers of students enrolling in those areas programs has been increasing. It's hard to get an accurate sense of who is taking advantage of these programs because sometimes they only count students who are doing the full IB or full other types of programs. At Eastern for example I know some kids who are enrolled in some of the IB courses but also some of the health/science courses, so they probably don't count fully in either one. Anyway, there's a lot more beneath the surface than just counting numbers of white students...",74
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:I find it interesting but also incorrect.  My kid's school says there is a single Asian student in the entire elementary for 23-24, but there were three Asian kids in her PK4 class (and not 50% or anything but I saw many more at drop off/pickup).  So I'm not sure where they're getting the race data from (maybe it's self-reported and many people ""prefer not to say""?), but I expect total enrollment and IB/OOB to be more likely to be correct.
		 They may be entering as more than one race and you're not aware of what the other race is. Or yes, prefer not to say. Or else it's the n less than 10 rule being coded as 1.
		 +1, data on Asian students in DCPS is often inaccurate because many Asian kids are mixed race and the overall small number make small variations in data seem more significant than they are.Even if the data omitted 2 out of 3 AAPI students it still tells you the approximate percent of students at the school who are AAPI with pretty good accuracy.
		 There were three in our classroom, and the data reports one in the school.  Many more than 2 were omitted.  I'm a bit thrown by how determined people are to insist that the fact that a school with maybe 3-5% AAPI enrollment reporting 0% enrollment is not worthy of comment.  Is it that you guys only want to know how many white kids there are and everything else is noise?
		 The data is what it is based on what is reported by enrolled families. Guessing you are an AAPI family concerned about representation in DC schools and that AAPI kids tend to be marginalized in DC schools. All of which is fair. Your anger is misplaced. If AAPI enrollment is underreported it isn't because DC seeks to underrepresent AAPI kids and it isn't because DCUM dismisses AAPI kids. It is because those kids are not being enrolled as AAPI. Your issue is with the AAPI community and not DC schools or DCUM.   
		 You're reading anger where there is none. I repeatedly said that the people excited to get race-based data should take it with a grain of salt because it's self-evidently not correct in at least one obvious regard.  Then a bunch of people pushed back, often repeating what I had already said (it might be self reporting!  You joined this trend of ignoring that I have already said that, in my very first post, but you are not alone) or ignoring the post they were responding to (maybe they're mixed? in response to a post about how I know enough of the families to know that there are more non-mixed Asian kids in the school than one).  My surprise that people are so determined to shout down the discussion is not anger, and no I do not have any issue with the AAPI community in DC.  All I was doing was trying to provide a note of caution about all the people chiming in excited to extrapolate from inacurrate racial data.  
		 You deny being angry but then you throw around words and phrases like ""not correct"" and ""inaccurate"". Why do you think you are more qualified to determine how these kids identify than the parents filling out the paperwork? I don't see how you can use such language and also claim to have n problem with the AAPI community. If you think the data is ""wrong"" then the logical conclusion is that the AAPI community has failed you. Also, where are you reading that anyone is trying to ""shut down discussion""? People disagree on DCUM all the time. I didn't see anyone attack you or call you names; they disagreed with you. That's how this works.  
		 I think the PP is just being pedantic. Of course these numbers will not be 100% to-the-letter accurate at all times -- there will always be inaccuracies or inconsistencies in voluntary data collection and self-identification. For the AAPI population in DCPS this can mean the numbers are wrong by large percentages -- if there are 8 AAPI kids in a school and the data only identifies 4 (whether due to choices in self-identification or errors in data entry) then you have 50% discrepancy. But this is only because the numbers  for AAPI are so small and are exacerbated by issues in self-identification among AAPI families who are mixed race or who may have concerns about self-identifying as AAPI. The problem is the PP then extrapolates this to mean none of the race data is accurate and cannot be trusted or used to draw conclusions. This is not a reasonable conclusion. First even with the inaccuracies in the AAPI data you can draw broad conclusions -- AAPI numbers in most DCPS schools are quite small (smaller than the population of AAPI in DC) and do not appear to be growing. That's a useful observation that is unaffected by a school reportng 1% AAPI students when the actual number might be 2%.
		 Agree not a reasonable conclusion. Don't think she is being pedantic. Believe her level of emotional investment (which she denies being anger) makes it impossible for her to rational.",75
"I enjoyed looking at the Grade Progression Ratio data. https://edscape.dc.gov/page/grade-progression-ratio  Importantly, this is NOT retention data, because it just counts the number of students relative to that cohort the prior year, whether they're the same kids or not. But for schools that don't add students after certain grades, it functions as retention data. For example Latin, which seldom adds kids after 9th, has pretty good retention. It's not quite as good at DCI and Banneker. Pretty good at BASIS but the loss of kids from 8th to 9th is evident, it shows up as a paler row on the chart.",76
"This was fascinating.  At Bruce Monroe, bilingual DCPS, PK was only 2% black, but in K in was 20% black. This makes me think that inbound black kids are shut out of PK in the neighbohrood to make space for the out of bounds spanish speaking kids. I think they reserves 60% of seats for native spanish speaking kids.   This seems kind of unfair.",77
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?
		 some universities give preference to schools in specific zip codes or urban areas etc.  Without asking about an individuals race.",78
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?
		 some universities give preference to schools in specific zip codes or urban areas etc.  Without asking about an individuals race.
		 Maybe but the bigger issue is that many of these kids at very poorly performing schools struggle big time and end up in remedial classes, fail out.  It’s sink or swim and the other kids from much more rigorous schools are much better prepared.  Goal is not to get into a college.  The goal is to have your kid learn and reach their best potential and be prepared for college and it’s higher level playing field.",79
"How are children who are Hispanic categorized  in this database? For example if the enrollment form lists the race as white, and ethnicity Hispanic, would the child be identified in the demographic data just as Hispanic, without regard to race?",80
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?
		 some universities give preference to schools in specific zip codes or urban areas etc.  Without asking about an individuals race.
		 The zip code where Eastern is located is majority white.",81
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?
		 some universities give preference to schools in specific zip codes or urban areas etc.  Without asking about an individuals race.
		 Maybe but the bigger issue is that many of these kids at very poorly performing schools struggle big time and end up in remedial classes, fail out.  It’s sink or swim and the other kids from much more rigorous schools are much better prepared.  Goal is not to get into a college.  The goal is to have your kid learn and reach their best potential and be prepared for college and it’s higher level playing field.  
		 Couple general thoughts here for people to think about. As has been said in many threads here, Data and school quality is a lot more nuanced than the black and white picture people like to paint here. Most every high school in DC has rigorous options for the students who enroll in them (dual enrollment, IB, internships during high school etc). However, not all kids enroll in these programs and there are a lot of kids coming out of DC public schools less prepared than they need to be. But even that doesn't always directly reflect teaching quality, as also has been discussed on this thread there's a huge problem with truancy, so a huge factor in the students not performing well is not being in school enough over the courses of several years. All that to say, there are some really bright and accomplished students who graduate from high schools across the city, and it isn't fair to make generalized assumptions that just because they went to a high school in DC they are woefully unprepared.",82
"Anonymous wrote:How are children who are Hispanic categorized  in this database? For example if the enrollment form lists the race as white, and ethnicity Hispanic, would the child be identified in the demographic data just as Hispanic, without regard to race?
		 Interesting question because my kids are white and Hispanic. Census treats these things separately. None of the schools I looked at had the telltale sign they did it this way - that the numbers sum above 100%.",83
"Anonymous wrote:I enjoyed looking at the Grade Progression Ratio data. https://edscape.dc.gov/page/grade-progression-ratio  Importantly, this is NOT retention data, because it just counts the number of students relative to that cohort the prior year, whether they're the same kids or not. But for schools that don't add students after certain grades, it functions as retention data. For example Latin, which seldom adds kids after 9th, has pretty good retention. It's not quite as good at DCI and Banneker. Pretty good at BASIS but the loss of kids from 8th to 9th is evident, it shows up as a paler row on the chart.
		 I think you are misreading and misapplying the data. Latin adds @20 seats in 9th. (They are also showing >100% in several years so they are clearly adding kids in some grades.) Kids leaving any school in 9th is NOT an indictment of the schools. First, kids who have been at a school since 5th grade are naturally curious about options. They entered in 5th when they didn't know who or what they were and had few quality options. By 9th they have a better idea who they are. Second, I would argue DC is strongest in HS with multiple quality and varied application options. You fundamentally misunderstand the state of DC schools to conclude that a Latin or BASIS or Deal kid who decides to go to one of the application schools is evidence of those schools having failed.",84
"Anonymous wrote:
			
				Anonymous wrote:I enjoyed looking at the Grade Progression Ratio data. https://edscape.dc.gov/page/grade-progression-ratio  Importantly, this is NOT retention data, because it just counts the number of students relative to that cohort the prior year, whether they're the same kids or not. But for schools that don't add students after certain grades, it functions as retention data. For example Latin, which seldom adds kids after 9th, has pretty good retention. It's not quite as good at DCI and Banneker. Pretty good at BASIS but the loss of kids from 8th to 9th is evident, it shows up as a paler row on the chart.
		 I think you are misreading and misapplying the data. Latin adds @20 seats in 9th. (They are also showing >100% in several years so they are clearly adding kids in some grades.) Kids leaving any school in 9th is NOT an indictment of the schools. First, kids who have been at a school since 5th grade are naturally curious about options. They entered in 5th when they didn't know who or what they were and had few quality options. By 9th they have a better idea who they are. Second, I would argue DC is strongest in HS with multiple quality and varied application options. You fundamentally misunderstand the state of DC schools to conclude that a Latin or BASIS or Deal kid who decides to go to one of the application schools is evidence of those schools having failed.  
		 The bolded is an INSANE assertion when you consider the state of DC by-right high schools and the total crapshoot that is admission to one of the application schools as well as how hard it is to get into many of the charter high schools if you don't luck into a middle school spot there. I'll grant you that a kid leaving a program at 9th to attend an application school is not evidence of problems in the program they left but the idea that DC is *strongest* at the high school level is absolutely nuts. DCPS is unquestionably strongest at the ECE and elementary level where there are many good in-boundary options throughout the city including Title 1 programs as well as a host of city-wide and charter schools that offer true choice to parents regardless of where they live and the resources at their disposal. But middle school gets dodgier and by high school it is a truly tricky needle to thread to ensure a kid is accessing adequate (not stellar but merely adequate) programming.",85
"Anonymous wrote:
			
				Anonymous wrote:I enjoyed looking at the Grade Progression Ratio data. https://edscape.dc.gov/page/grade-progression-ratio  Importantly, this is NOT retention data, because it just counts the number of students relative to that cohort the prior year, whether they're the same kids or not. But for schools that don't add students after certain grades, it functions as retention data. For example Latin, which seldom adds kids after 9th, has pretty good retention. It's not quite as good at DCI and Banneker. Pretty good at BASIS but the loss of kids from 8th to 9th is evident, it shows up as a paler row on the chart.
		 I think you are misreading and misapplying the data. Latin adds @20 seats in 9th. (They are also showing >100% in several years so they are clearly adding kids in some grades.) Kids leaving any school in 9th is NOT an indictment of the schools. First, kids who have been at a school since 5th grade are naturally curious about options. They entered in 5th when they didn't know who or what they were and had few quality options. By 9th they have a better idea who they are. Second, I would argue DC is strongest in HS with multiple quality and varied application options. You fundamentally misunderstand the state of DC schools to conclude that a Latin or BASIS or Deal kid who decides to go to one of the application schools is evidence of those schools having failed.  
		 Well, it's evidence of kids not wanting to go to BASIS anymore. I'm not saying BASIS is a failure, but to everyone insisting that it's the very bestest, highest scoring, most rigorous school ever....",86
"Anonymous wrote:
			
				Anonymous wrote:How are children who are Hispanic categorized  in this database? For example if the enrollment form lists the race as white, and ethnicity Hispanic, would the child be identified in the demographic data just as Hispanic, without regard to race?
		 Interesting question because my kids are white and Hispanic. Census treats these things separately. None of the schools I looked at had the telltale sign they did it this way - that the numbers sum above 100%.
		 I think you are overthinking this. The data field is ""Race/ethnicity: Asian, Black, Hispanic/Latino, white, All other"". That would seem to indicate they are using the second level (ethnicity).",87
"Anonymous wrote:
			
				Anonymous wrote:I enjoyed looking at the Grade Progression Ratio data. https://edscape.dc.gov/page/grade-progression-ratio  Importantly, this is NOT retention data, because it just counts the number of students relative to that cohort the prior year, whether they're the same kids or not. But for schools that don't add students after certain grades, it functions as retention data. For example Latin, which seldom adds kids after 9th, has pretty good retention. It's not quite as good at DCI and Banneker. Pretty good at BASIS but the loss of kids from 8th to 9th is evident, it shows up as a paler row on the chart.
		 I think you are misreading and misapplying the data. Latin adds @20 seats in 9th. (They are also showing >100% in several years so they are clearly adding kids in some grades.) Kids leaving any school in 9th is NOT an indictment of the schools. First, kids who have been at a school since 5th grade are naturally curious about options. They entered in 5th when they didn't know who or what they were and had few quality options. By 9th they have a better idea who they are. Second, I would argue DC is strongest in HS with multiple quality and varied application options. You fundamentally misunderstand the state of DC schools to conclude that a Latin or BASIS or Deal kid who decides to go to one of the application schools is evidence of those schools having failed.  
		 Absolutely agree. We are entering BASIS with the intention of staying for middle school, with the high school as a backup. Pretty common to treat middle school and high school decisions separately. It doesn't mean that we don't like the middle school (it's our preference over the alternatives).",88
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?
		 some universities give preference to schools in specific zip codes or urban areas etc.  Without asking about an individuals race.
		 Maybe but the bigger issue is that many of these kids at very poorly performing schools struggle big time and end up in remedial classes, fail out.  It’s sink or swim and the other kids from much more rigorous schools are much better prepared.  Goal is not to get into a college.  The goal is to have your kid learn and reach their best potential and be prepared for college and it’s higher level playing field.  
		 Couple general thoughts here for people to think about. As has been said in many threads here, Data and school quality is a lot more nuanced than the black and white picture people like to paint here. Most every high school in DC has rigorous options for the students who enroll in them (dual enrollment, IB, internships during high school etc). However, not all kids enroll in these programs and there are a lot of kids coming out of DC public schools less prepared than they need to be. But even that doesn't always directly reflect teaching quality, as also has been discussed on this thread there's a huge problem with truancy, so a huge factor in the students not performing well is not being in school enough over the courses of several years. All that to say, there are some really bright and accomplished students who graduate from high schools across the city, and it isn't fair to make generalized assumptions that just because they went to a high school in DC they are woefully unprepared.
		 Look I don't disagree that the picture is nuance but the PP isn't talking in generalities they are talking about specific schools. While of course there are bright and accomplished students graduating from high schools across the city if you look at certain non-application DCPS schools it should give you pause as to whether they will prepare your kid for college (assuming that is the goal -- an easy assumption on this board). Our by-right HS is Dunbar and our feeder school is Eastern. I would love to stay open minded at both but I have to also be realistic. Dunbar has a 73% graduation rate and 38% of graduates pursue a college or vocational degree within 6 months of graduation (that number rises to 43% for 12 months). Less than 1% of students take an AP math class at any time during their time there and the math PARCC/CAPE scores for the school for math show that less than 10 students obtained a 4 or a 5 on the math section (for English it's just over 20% total scoring a 4 or 5). In 2023 Dunbar reported a truancy rate of 82%. I want you to really sit with these numbers and ask yourself what the likelihood is of a student attending this school and being ready for college. Like even assuming a bright kid who works hard and gets great support at home and takes the hardest classes available to him (raising a question of WHO he is taking these challenging courses with) I want to ask you if this is an environment that you think would prepare a student for the rigor of college. Any college. Don't gaslight people.",89
"If the goal of these high schools is not to graduate kids who are college ready, what is their goal? Do they teach any trades? How will these newly-fledged adults be employable?",90
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:21 white students is probably the most at Eastern in 60 years.
		 smart. they'll be able to get college admission anywhere.
		 Why?
		 some universities give preference to schools in specific zip codes or urban areas etc.  Without asking about an individuals race.
		 The zip code where Eastern is located is majority white. 
		 Bad high school and no racial preference by zip code?",91
"Anonymous wrote:If the goal of these high schools is not to graduate kids who are college ready, what is their goal? Do they teach any trades? How will these newly-fledged adults be employable?
		 There are tons of trade programs in DCPS, they call them CTE (Career and Technical Education). You can see them here sorted by school. The kids that I have met who are enrolled in these programs are getting to do some amazing things and I know I wasn't exposed to in high school. Whether they use that to get a job right after high school or apply it to a major or minor field of interest in college, it is great to have the options .https://dcpscte.org/",92
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:I enjoyed looking at the Grade Progression Ratio data. https://edscape.dc.gov/page/grade-progression-ratio  Importantly, this is NOT retention data, because it just counts the number of students relative to that cohort the prior year, whether they're the same kids or not. But for schools that don't add students after certain grades, it functions as retention data. For example Latin, which seldom adds kids after 9th, has pretty good retention. It's not quite as good at DCI and Banneker. Pretty good at BASIS but the loss of kids from 8th to 9th is evident, it shows up as a paler row on the chart.
		 I think you are misreading and misapplying the data. Latin adds @20 seats in 9th. (They are also showing >100% in several years so they are clearly adding kids in some grades.) Kids leaving any school in 9th is NOT an indictment of the schools. First, kids who have been at a school since 5th grade are naturally curious about options. They entered in 5th when they didn't know who or what they were and had few quality options. By 9th they have a better idea who they are. Second, I would argue DC is strongest in HS with multiple quality and varied application options. You fundamentally misunderstand the state of DC schools to conclude that a Latin or BASIS or Deal kid who decides to go to one of the application schools is evidence of those schools having failed.  
		 The bolded is an INSANE assertion when you consider the state of DC by-right high schools and the total crapshoot that is admission to one of the application schools as well as how hard it is to get into many of the charter high schools if you don't luck into a middle school spot there. I'll grant you that a kid leaving a program at 9th to attend an application school is not evidence of problems in the program they left but the idea that DC is *strongest* at the high school level is absolutely nuts. DCPS is unquestionably strongest at the ECE and elementary level where there are many good in-boundary options throughout the city including Title 1 programs as well as a host of city-wide and charter schools that offer true choice to parents regardless of where they live and the resources at their disposal. But middle school gets dodgier and by high school it is a truly tricky needle to thread to ensure a kid is accessing adequate (not stellar but merely adequate) programming.
		 Respectfully disagree. (Note i did it without hyperbolic use of ""insane"" and similar overwrought reactions). First, ""ECE"" =/ elementary education. It is PK-K. Even if we agree that ECE is generally good, that doesn't mean those ES are good through K. You are also ignoring the mobility of HS kids vs those of ES. Parents are generally limited by geography for ES kids. They need to be dropped off and picked up so all ES across the city are not options for all parents. HS kids can get themselves to and from school on public transit or walk longer distances. They self release. Finally, application HS are true choice; you have the option to apply to any of them. Choice doesn't mean you get what you want, it means you have an equal chance at getting what you want, all other things being equal.  You join the pantheon of pedantic posts looking to pick a fight about something ancillary to the broader discussion. If you want to have a discussion about the ""best"" grade bands then go start that thread. The discussion here was about why and what it means that 8th graders peel off for application schools.",93
"Anonymous wrote:If the goal of these high schools is not to graduate kids who are college ready, what is their goal? Do they teach any trades? How will these newly-fledged adults be employable?
		 This is the tragedy and irony of the liberal class in DC (of which I am a member) and DCUM. We complain about places like BASIS ""driving kids out"" and being unrelenting and inflexible in their approach but in the next breath we clutch our pearls about the inflated graduation rates and kids wholly unprepared for college or life. We have no answers but darn if we don't love to participate in the discussion anyway.",94
